Unnamed: 0.1,Unnamed: 0,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,A1,A2,B1,B2,X,elem_sorted
161,161,-2.13023488,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Sn, Element Te, Element Ir]",-47.5040513,Cr1Sn2Te6Ir1,2.8592,0,4,9,0,"[130.0, 162.0, 160.0, 136.0]","[7.23, 16.3, 20.5, 8.54]","[122.0, 140.0, 136.0, 122.0]","[78.4, 42.4, 37.0, 51.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 1.5638]","[24, 50, 52, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Te']"
162,162,-1.06667557,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Sn, Element Te, Element Mo]",-48.5106651,Cr1Sn2Te6Mo1,4.5878,0,4,6,0,"[130.0, 162.0, 160.0, 139.0]","[7.23, 16.3, 20.5, 9.4]","[122.0, 140.0, 136.0, 138.0]","[78.4, 42.4, 37.0, 72.5]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.748]","[24, 50, 52, 42]",0,0,0,0,0,"['Cr', 'Mo', 'Te']"
163,163,-0.916262055,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Sn, Element Te, Element Os]",-48.64603432,Cr1Sn2Te6Os1,3.106,1,4,8,0,"[130.0, 162.0, 160.0, 135.0]","[7.23, 16.3, 20.5, 8.43]","[122.0, 140.0, 136.0, 129.0]","[78.4, 42.4, 37.0, 57.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 1.1]","[24, 50, 52, 76]",0,0,0,0,0,"['Cr', 'Os', 'Te']"
164,164,-1.96641435,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Sn, Element Te, Element Pd]",-43.65902202,Cr1Sn2Te6Pd1,2.4206,1,4,10,0,"[130.0, 162.0, 160.0, 137.0]","[7.23, 16.3, 20.5, 8.9]","[122.0, 140.0, 136.0, 120.0]","[78.4, 42.4, 37.0, 32.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.562]","[24, 50, 52, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Te']"
165,165,-2.46860991,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Sn, Element Te, Element Pt]",-45.03542834,Cr1Sn2Te6Pt1,2.3819,1,4,10,0,"[130.0, 162.0, 160.0, 139.0]","[7.23, 16.3, 20.5, 9.1]","[122.0, 140.0, 136.0, 123.0]","[78.4, 42.4, 37.0, 44.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 2.128]","[24, 50, 52, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Te']"
166,166,-2.08391291,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Sn, Element Te, Element Rh]",-45.95090705,Cr1Sn2Te6Rh1,3.0123,1,4,9,0,"[130.0, 162.0, 160.0, 134.0]","[7.23, 16.3, 20.5, 8.3]","[122.0, 140.0, 136.0, 125.0]","[78.4, 42.4, 37.0, 58.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 1.137]","[24, 50, 52, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Te']"
167,167,-1.146600797,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Sn, Element Te, Element W]",-50.64039374,Cr1Sn2Te6W1,4.1309,0,4,6,0,"[130.0, 162.0, 160.0, 141.0]","[7.23, 16.3, 20.5, 9.53]","[122.0, 140.0, 136.0, 137.0]","[78.4, 42.4, 37.0, 75.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.81626]","[24, 50, 52, 74]",0,0,0,0,0,"['Cr', 'W', 'Te']"
168,168,-0.948096627,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Tc, Element Ge, Element Te, Element P]",-49.83030868,Cr1Tc1Ge1Te6P1,3.9977,0,4,7,0,"[130.0, 136.0, 137.0, 160.0, 128.0]","[7.23, 8.5, 13.6, 20.5, 17.0]","[122.0, 128.0, 121.0, 136.0, 111.00000000000001]","[78.4, 80.4, 39.43, 37.0, 24.93]","[0.6659999999999999, 0.55, 1.232712, 1.9708759999999999, 0.746607]","[24, 43, 32, 52, 15]",0,0,0,0,0,"['Cr', 'Tc', 'Ge', 'P', 'Te']"
169,169,-0.9523859,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Ge, Element Te]",-49.04754981,Cr1Tc1Ge2Te6,4.9794,0,4,7,0,"[130.0, 136.0, 137.0, 160.0]","[7.23, 8.5, 13.6, 20.5]","[122.0, 128.0, 121.0, 136.0]","[78.4, 80.4, 39.43, 37.0]","[0.6659999999999999, 0.55, 1.232712, 1.9708759999999999]","[24, 43, 32, 52]",0,0,0,0,0,"['Cr', 'Tc', 'Ge', 'Ge', 'Te']"
170,170,-1.086583175,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Si, Element Ge, Element Te]",-49.98436737,Cr1Tc1Si1Ge1Te6,4.9838,0,4,7,0,"[130.0, 136.0, 132.0, 137.0, 160.0]","[7.23, 8.5, 12.1, 13.6, 20.5]","[122.0, 128.0, 115.99999999999999, 121.0, 136.0]","[78.4, 80.4, 37.31, 39.43, 37.0]","[0.6659999999999999, 0.55, 1.3895211, 1.232712, 1.9708759999999999]","[24, 43, 14, 32, 52]",0,0,0,0,0,"['Cr', 'Tc', 'Si', 'Ge', 'Te']"
171,171,-0.894681665,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Si, Element Sn, Element Te]",-49.1791171,Cr1Tc1Si1Sn1Te6,4.971,0,4,7,0,"[130.0, 136.0, 132.0, 162.0, 160.0]","[7.23, 8.5, 12.1, 16.3, 20.5]","[122.0, 128.0, 115.99999999999999, 140.0, 136.0]","[78.4, 80.4, 37.31, 42.4, 37.0]","[0.6659999999999999, 0.55, 1.3895211, 1.112067, 1.9708759999999999]","[24, 43, 14, 50, 52]",0,0,0,0,0,"['Cr', 'Tc', 'Si', 'Si', 'Te']"
172,172,-1.198677432,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Tc, Element Si, Element Te, Element P]",-50.88350977,Cr1Tc1Si1Te6P1,3.9973,0,4,7,0,"[130.0, 136.0, 132.0, 160.0, 128.0]","[7.23, 8.5, 12.1, 20.5, 17.0]","[122.0, 128.0, 115.99999999999999, 136.0, 111.00000000000001]","[78.4, 80.4, 37.31, 37.0, 24.93]","[0.6659999999999999, 0.55, 1.3895211, 1.9708759999999999, 0.746607]","[24, 43, 14, 52, 15]",0,0,0,0,0,"['Cr', 'Tc', 'Si', 'P', 'Te']"
173,173,-1.24377743,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Si, Element Te]",-50.94418191,Cr1Tc1Si2Te6,4.987,0,4,7,0,"[130.0, 136.0, 132.0, 160.0]","[7.23, 8.5, 12.1, 20.5]","[122.0, 128.0, 115.99999999999999, 136.0]","[78.4, 80.4, 37.31, 37.0]","[0.6659999999999999, 0.55, 1.3895211, 1.9708759999999999]","[24, 43, 14, 52]",0,0,0,0,0,"['Cr', 'Tc', 'Si', 'Si', 'Te']"
174,174,-0.87914485,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Sn, Element Ge, Element Te]",-48.36096,Cr1Tc1Sn1Ge1Te6,4.9736,0,4,7,0,"[130.0, 136.0, 162.0, 137.0, 160.0]","[7.23, 8.5, 16.3, 13.6, 20.5]","[122.0, 128.0, 140.0, 121.0, 136.0]","[78.4, 80.4, 42.4, 39.43, 37.0]","[0.6659999999999999, 0.55, 1.112067, 1.232712, 1.9708759999999999]","[24, 43, 50, 32, 52]",0,0,0,0,0,"['Cr', 'Tc', 'Ge', 'Ge', 'Te']"
175,175,-0.820322197,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Cr, Element Tc, Element Sn, Element Te, Element P]",-49.08918549,Cr1Tc1Sn1Te6P1,3.9993,0,4,7,0,"[130.0, 136.0, 162.0, 160.0, 128.0]","[7.23, 8.5, 16.3, 20.5, 17.0]","[122.0, 128.0, 140.0, 136.0, 111.00000000000001]","[78.4, 80.4, 42.4, 37.0, 24.93]","[0.6659999999999999, 0.55, 1.112067, 1.9708759999999999, 0.746607]","[24, 43, 50, 52, 15]",0,0,0,0,0,"['Cr', 'Tc', 'P', 'P', 'Te']"
176,176,-1.13573125,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Sn, Element Te]",-48.00419764,Cr1Tc1Sn2Te6,4.9744,0,4,7,0,"[130.0, 136.0, 162.0, 160.0]","[7.23, 8.5, 16.3, 20.5]","[122.0, 128.0, 140.0, 136.0]","[78.4, 80.4, 42.4, 37.0]","[0.6659999999999999, 0.55, 1.112067, 1.9708759999999999]","[24, 43, 50, 52]",0,0,0,0,0,"['Cr', 'Tc', 'Te']"
177,177,-0.566252684,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Cr, Element Tc, Element Te, Element P]",-50.23551288,Cr1Tc1Te6P2,3.0084,0,4,7,0,"[130.0, 136.0, 160.0, 128.0]","[7.23, 8.5, 20.5, 17.0]","[122.0, 128.0, 136.0, 111.00000000000001]","[78.4, 80.4, 37.0, 24.93]","[0.6659999999999999, 0.55, 1.9708759999999999, 0.746607]","[24, 43, 52, 15]",0,0,0,0,0,"['Cr', 'Tc', 'P', 'P', 'Te']"
178,178,-0.251524524,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element P: 0.2}]","[Element Cr, Element Te, Element Mo, Element P]",-50.49630786,Cr1Te6Mo1P2,4.8056,0,4,6,0,"[130.0, 160.0, 139.0, 128.0]","[7.23, 20.5, 9.4, 17.0]","[122.0, 136.0, 138.0, 111.00000000000001]","[78.4, 37.0, 72.5, 24.93]","[0.6659999999999999, 1.9708759999999999, 0.748, 0.746607]","[24, 52, 42, 15]",0,0,0,0,0,"['Cr', 'Mo', 'P', 'P', 'Te']"
179,179,-0.577526744,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element Au: 0.1}]","[Element Cr, Element Te, Element P, Element Au]",-43.16212456,Cr1Te6P2Au1,3.0,1,4,11,0,"[130.0, 160.0, 128.0, 146.0]","[7.23, 20.5, 17.0, 10.2]","[122.0, 136.0, 111.00000000000001, 124.0]","[78.4, 37.0, 24.93, 36.1]","[0.6659999999999999, 1.9708759999999999, 0.746607, 2.30863]","[24, 52, 15, 79]",0,0,0,0,0,"['Cr', 'Au', 'P', 'P', 'Te']"
180,180,-1.372394714,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element Ir: 0.1}]","[Element Cr, Element Te, Element P, Element Ir]",-49.54700494,Cr1Te6P2Ir1,2.756,1,4,9,0,"[130.0, 160.0, 128.0, 136.0]","[7.23, 20.5, 17.0, 8.54]","[122.0, 136.0, 111.00000000000001, 122.0]","[78.4, 37.0, 24.93, 51.0]","[0.6659999999999999, 1.9708759999999999, 0.746607, 1.5638]","[24, 52, 15, 77]",0,0,0,0,0,"['Cr', 'Ir', 'P', 'P', 'Te']"
181,181,-0.533157279,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element Os: 0.1}]","[Element Cr, Element Te, Element P, Element Os]",-51.06372335,Cr1Te6P2Os1,3.5131,1,4,8,0,"[130.0, 160.0, 128.0, 135.0]","[7.23, 20.5, 17.0, 8.43]","[122.0, 136.0, 111.00000000000001, 129.0]","[78.4, 37.0, 24.93, 57.0]","[0.6659999999999999, 1.9708759999999999, 0.746607, 1.1]","[24, 52, 15, 76]",0,0,0,0,0,"['Cr', 'Os', 'P', 'P', 'Te']"
182,182,-1.074118744,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element Pd: 0.1}]","[Element Cr, Element Te, Element P, Element Pd]",-45.56752022,Cr1Te6P2Pd1,2.4149,0,4,10,0,"[130.0, 160.0, 128.0, 137.0]","[7.23, 20.5, 17.0, 8.9]","[122.0, 136.0, 111.00000000000001, 120.0]","[78.4, 37.0, 24.93, 32.0]","[0.6659999999999999, 1.9708759999999999, 0.746607, 0.562]","[24, 52, 15, 46]",0,0,0,0,0,"['Cr', 'Pd', 'P', 'P', 'Te']"
183,183,-1.434543224,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element Pt: 0.1}]","[Element Cr, Element Te, Element P, Element Pt]",-46.80215546,Cr1Te6P2Pt1,2.0157,0,4,10,0,"[130.0, 160.0, 128.0, 139.0]","[7.23, 20.5, 17.0, 9.1]","[122.0, 136.0, 111.00000000000001, 123.0]","[78.4, 37.0, 24.93, 44.0]","[0.6659999999999999, 1.9708759999999999, 0.746607, 2.128]","[24, 52, 15, 78]",0,0,0,0,0,"['Cr', 'Pt', 'P', 'P', 'Te']"
184,184,-1.520257694,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element Rh: 0.1}]","[Element Cr, Element Te, Element P, Element Rh]",-48.18804564,Cr1Te6P2Rh1,2.9459,1,4,9,0,"[130.0, 160.0, 128.0, 134.0]","[7.23, 20.5, 17.0, 8.3]","[122.0, 136.0, 111.00000000000001, 125.0]","[78.4, 37.0, 24.93, 58.0]","[0.6659999999999999, 1.9708759999999999, 0.746607, 1.137]","[24, 52, 15, 45]",0,0,0,0,0,"['Cr', 'Rh', 'P', 'P', 'Te']"
185,185,-0.143110882,"[{Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}, {Element W: 0.1}]","[Element Cr, Element Te, Element P, Element W]",-52.43769763,Cr1Te6P2W1,4.5872,1,4,6,0,"[130.0, 160.0, 128.0, 141.0]","[7.23, 20.5, 17.0, 9.53]","[122.0, 136.0, 111.00000000000001, 137.0]","[78.4, 37.0, 24.93, 75.0]","[0.6659999999999999, 1.9708759999999999, 0.746607, 0.81626]","[24, 52, 15, 74]",0,0,0,0,0,"['Cr', 'W', 'P', 'P', 'Te']"
186,186,-3.473366092,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Hf, Element Cr, Element Ge, Element Te, Element P]",-51.95136668,Hf1Cr1Ge1Te6P1,3.0104,1,4,4,0,"[167.0, 130.0, 137.0, 160.0, 128.0]","[13.6, 7.23, 13.6, 20.5, 17.0]","[152.0, 122.0, 121.0, 136.0, 111.00000000000001]","[109.0, 78.4, 39.43, 37.0, 24.93]","[0.013999999999999999, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607]","[72, 24, 32, 52, 15]",0,0,0,0,0,"['Hf', 'Cr', 'Ge', 'P', 'Te']"
187,187,-3.729203855,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Ge, Element Te]",-51.4201563,Hf1Cr1Ge2Te6,2.8005,1,4,4,0,"[167.0, 130.0, 137.0, 160.0]","[13.6, 7.23, 13.6, 20.5]","[152.0, 122.0, 121.0, 136.0]","[109.0, 78.4, 39.43, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.232712, 1.9708759999999999]","[72, 24, 32, 52]",0,0,0,0,0,"['Hf', 'Cr', 'Ge', 'Ge', 'Te']"
188,188,-3.86977646,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Si, Element Ge, Element Te]",-52.36334919,Hf1Cr1Si1Ge1Te6,2.8102,0,4,4,0,"[167.0, 130.0, 132.0, 137.0, 160.0]","[13.6, 7.23, 12.1, 13.6, 20.5]","[152.0, 122.0, 115.99999999999999, 121.0, 136.0]","[109.0, 78.4, 37.31, 39.43, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999]","[72, 24, 14, 32, 52]",0,0,0,0,0,"['Hf', 'Cr', 'Si', 'Ge', 'Te']"
189,189,-3.77640037,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Si, Element Sn, Element Te]",-51.65662434,Hf1Cr1Si1Sn1Te6,2.824,1,4,4,0,"[167.0, 130.0, 132.0, 162.0, 160.0]","[13.6, 7.23, 12.1, 16.3, 20.5]","[152.0, 122.0, 115.99999999999999, 140.0, 136.0]","[109.0, 78.4, 37.31, 42.4, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999]","[72, 24, 14, 50, 52]",0,0,0,0,0,"['Hf', 'Cr', 'Si', 'Si', 'Te']"
190,190,-3.680308267,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Hf, Element Cr, Element Si, Element Te, Element P]",-52.96092914,Hf1Cr1Si1Te6P1,3.0108,0,4,4,0,"[167.0, 130.0, 132.0, 160.0, 128.0]","[13.6, 7.23, 12.1, 20.5, 17.0]","[152.0, 122.0, 115.99999999999999, 136.0, 111.00000000000001]","[109.0, 78.4, 37.31, 37.0, 24.93]","[0.013999999999999999, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607]","[72, 24, 14, 52, 15]",0,0,0,0,0,"['Hf', 'Cr', 'Si', 'P', 'Te']"
191,191,-3.991655905,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Si, Element Te]",-53.28784892,Hf1Cr1Si2Te6,2.7878,0,4,4,0,"[167.0, 130.0, 132.0, 160.0]","[13.6, 7.23, 12.1, 20.5]","[152.0, 122.0, 115.99999999999999, 136.0]","[109.0, 78.4, 37.31, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[72, 24, 14, 52]",0,0,0,0,0,"['Hf', 'Cr', 'Si', 'Si', 'Te']"
192,192,-3.865174155,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Sn, Element Ge, Element Te]",-50.94277784,Hf1Cr1Sn1Ge1Te6,2.8008,1,4,4,0,"[167.0, 130.0, 162.0, 137.0, 160.0]","[13.6, 7.23, 16.3, 13.6, 20.5]","[152.0, 122.0, 140.0, 121.0, 136.0]","[109.0, 78.4, 42.4, 39.43, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999]","[72, 24, 50, 32, 52]",0,0,0,0,0,"['Hf', 'Cr', 'Ge', 'Ge', 'Te']"
193,193,-3.496228522,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Hf, Element Cr, Element Sn, Element Te, Element P]",-51.36088035,Hf1Cr1Sn1Te6P1,3.0115,1,4,4,0,"[167.0, 130.0, 162.0, 160.0, 128.0]","[13.6, 7.23, 16.3, 20.5, 17.0]","[152.0, 122.0, 140.0, 136.0, 111.00000000000001]","[109.0, 78.4, 42.4, 37.0, 24.93]","[0.013999999999999999, 0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607]","[72, 24, 50, 52, 15]",0,0,0,0,0,"['Hf', 'Cr', 'P', 'P', 'Te']"
194,194,-4.046391575,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Hf, Element Cr, Element Sn, Element Te]",-50.5106465,Hf1Cr1Sn2Te6,2.7891,1,4,4,0,"[167.0, 130.0, 162.0, 160.0]","[13.6, 7.23, 16.3, 20.5]","[152.0, 122.0, 140.0, 136.0]","[109.0, 78.4, 42.4, 37.0]","[0.013999999999999999, 0.6659999999999999, 1.112067, 1.9708759999999999]","[72, 24, 50, 52]",0,0,0,0,0,"['Hf', 'Cr', 'Te']"
195,195,-2.557937579,"[{Element Hf: 0.1}, {Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Hf, Element Cr, Element Te, Element P]",-51.82298631,Hf1Cr1Te6P2,3.3915,1,4,4,0,"[167.0, 130.0, 160.0, 128.0]","[13.6, 7.23, 20.5, 17.0]","[152.0, 122.0, 136.0, 111.00000000000001]","[109.0, 78.4, 37.0, 24.93]","[0.013999999999999999, 0.6659999999999999, 1.9708759999999999, 0.746607]","[72, 24, 52, 15]",0,0,0,0,0,"['Hf', 'Cr', 'P', 'P', 'Te']"
196,196,-3.779215897,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Sc, Element Cr, Element Ge, Element Te, Element P]",-48.63815045,Sc1Cr1Ge1Te6P1,2.7643,0,10,3,0,"[162.0, 130.0, 137.0, 160.0, 128.0]","[15.0, 7.23, 13.6, 20.5, 17.0]","[148.0, 122.0, 121.0, 136.0, 111.00000000000001]","[142.28, 78.4, 39.43, 37.0, 24.93]","[0.188, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607]","[21, 24, 32, 52, 15]",0,0,0,0,0,"['Sc', 'Cr', 'Ge', 'P', 'Te']"
197,197,-4.14041504,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Sc, Element Cr, Element Ge, Element Te]",-48.21230145,Sc1Cr1Ge2Te6,3.011,1,10,3,0,"[162.0, 130.0, 137.0, 160.0]","[15.0, 7.23, 13.6, 20.5]","[148.0, 122.0, 121.0, 136.0]","[142.28, 78.4, 39.43, 37.0]","[0.188, 0.6659999999999999, 1.232712, 1.9708759999999999]","[21, 24, 32, 52]",0,0,0,0,0,"['Sc', 'Cr', 'Ge', 'Ge', 'Te']"
198,198,-4.329371045,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Sc, Element Cr, Element Si, Element Ge, Element Te]",-49.20387774,Sc1Cr1Si1Ge1Te6,3.0113,0,10,3,0,"[162.0, 130.0, 132.0, 137.0, 160.0]","[15.0, 7.23, 12.1, 13.6, 20.5]","[148.0, 122.0, 115.99999999999999, 121.0, 136.0]","[142.28, 78.4, 37.31, 39.43, 37.0]","[0.188, 0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999]","[21, 24, 14, 32, 52]",0,0,0,0,0,"['Sc', 'Cr', 'Si', 'Ge', 'Te']"
199,199,-4.124374045,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}]","[Element Sc, Element Cr, Element Si, Element Sn, Element Te]",-48.38553198,Sc1Cr1Si1Sn1Te6,3.0122,1,10,3,0,"[162.0, 130.0, 132.0, 162.0, 160.0]","[15.0, 7.23, 12.1, 16.3, 20.5]","[148.0, 122.0, 115.99999999999999, 140.0, 136.0]","[142.28, 78.4, 37.31, 42.4, 37.0]","[0.188, 0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999]","[21, 24, 14, 50, 52]",0,0,0,0,0,"['Sc', 'Cr', 'Si', 'Si', 'Te']"
200,200,-4.051460572,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Sc, Element Cr, Element Si, Element Te, Element P]",-49.71301541,Sc1Cr1Si1Te6P1,2.7633,1,10,3,0,"[162.0, 130.0, 132.0, 160.0, 128.0]","[15.0, 7.23, 12.1, 20.5, 17.0]","[148.0, 122.0, 115.99999999999999, 136.0, 111.00000000000001]","[142.28, 78.4, 37.31, 37.0, 24.93]","[0.188, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607]","[21, 24, 14, 52, 15]",0,0,0,0,0,"['Sc', 'Cr', 'Si', 'P', 'Te']"
201,201,-4.54812282,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Sc, Element Cr, Element Si, Element Te]",-50.2252498,Sc1Cr1Si2Te6,3.0115,0,10,3,0,"[162.0, 130.0, 132.0, 160.0]","[15.0, 7.23, 12.1, 20.5]","[148.0, 122.0, 115.99999999999999, 136.0]","[142.28, 78.4, 37.31, 37.0]","[0.188, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[21, 24, 14, 52]",0,0,0,0,0,"['Sc', 'Cr', 'Si', 'Si', 'Te']"
202,202,-4.00727658,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Sc, Element Cr, Element Sn, Element Ge, Element Te]",-47.46581423,Sc1Cr1Sn1Ge1Te6,3.0117,1,10,3,0,"[162.0, 130.0, 162.0, 137.0, 160.0]","[15.0, 7.23, 16.3, 13.6, 20.5]","[148.0, 122.0, 140.0, 121.0, 136.0]","[142.28, 78.4, 42.4, 39.43, 37.0]","[0.188, 0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999]","[21, 24, 50, 32, 52]",0,0,0,0,0,"['Sc', 'Cr', 'Ge', 'Ge', 'Te']"
203,203,-3.692201407,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Sc, Element Cr, Element Sn, Element Te, Element P]",-47.9377872,Sc1Cr1Sn1Te6P1,2.7882,0,10,3,0,"[162.0, 130.0, 162.0, 160.0, 128.0]","[15.0, 7.23, 16.3, 20.5, 17.0]","[148.0, 122.0, 140.0, 136.0, 111.00000000000001]","[142.28, 78.4, 42.4, 37.0, 24.93]","[0.188, 0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607]","[21, 24, 50, 52, 15]",0,0,0,0,0,"['Sc', 'Cr', 'P', 'P', 'Te']"
204,204,-3.80239467,"[{Element Sc: 0.1}, {Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Sc, Element Cr, Element Sn, Element Te]",-46.64758356,Sc1Cr1Sn2Te6,2.5872,0,10,3,0,"[162.0, 130.0, 162.0, 160.0]","[15.0, 7.23, 16.3, 20.5]","[148.0, 122.0, 140.0, 136.0]","[142.28, 78.4, 42.4, 37.0]","[0.188, 0.6659999999999999, 1.112067, 1.9708759999999999]","[21, 24, 50, 52]",0,0,0,0,0,"['Sc', 'Cr', 'Te']"
