,Material,sign_MA,log_MA,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,Abar_SOCC,dA_SOCC,AXsumbar_rad
160,1T-V1Hf1Se4,1,-7.951141019,14400.50476623489,887.3406917498197,2679.734675492274,2244.7154847894494,2214.7219002080255,2315.6877460037817,116,143.0,18,27.0,27.0,18.0,28.9,95.0,16.0,66.1,66.1,16.0,6,4.5,1,1.5,1.5,1,2,0.5,1,1.5,1.5,1,10,10.5,19,0.5,9.5,1,16.5,10.975,5.25,5.525,5.525,5.25,9.752392,6.7856285,0.078883,2.9667635,2.9667635,0.078883,2.02067,0.2695,0.511,1.75117,1.75117,0.511,2.02067,0.2695,0.511,1.75117,1.75117,0.511,1096.0,-1756.0,259.0
161,1T-V1Nb1S4,1,-10.15105188,3729.5973099469516,953.1512194445513,421.3610146693648,357.2478022312805,353.9131970708916,376.2724155439457,103,140.5,13,37.5,37.5,13.0,19.4,92.5,11.0,73.1,73.1,11.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,0,6.0,10,6.0,6.0,10,15.5,9.575,2.45,5.925,5.925,2.45,10.36001,6.7525185,0.012663,3.6074915,3.6074915,0.012663,2.07710403,0.721203,0.392406,1.35590103,1.35590103,0.392406,2.07710403,0.721203,0.392406,1.35590103,1.35590103,0.392406,453.0,-470.0,243.5
162,1T-V1Nb1Se4,1,-9.710473366,887.3087406783434,3901.752183226902,2563.658034881244,2231.3244717713355,2214.7219000346254,2315.6877460034766,116,140.5,13,24.5,24.5,13.0,28.9,92.5,11.0,63.6,63.6,11.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,10,6.0,10,4.0,5.0,8,16.5,9.575,2.45,6.925,6.925,2.45,9.752392,6.7525185,0.012663,2.9998735,2.9998735,0.012663,2.02067,0.721203,0.392406,1.299467,1.299467,0.392406,2.02067,0.721203,0.392406,1.299467,1.299467,0.392406,453.0,-470.0,256.5
163,1T-V1Nb1Te4,1,-7.317243469,900.8216227262737,3569.9976794205554,7488.761606875804,6298.610997964106,6206.877075702352,6443.046320416257,136,140.5,13,4.5,6.5,9.0,38.0,92.5,11.0,54.5,54.5,11.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,20,6.0,10,14.0,14.0,10,20.5,9.575,2.45,10.925,10.925,2.45,9.00966,6.7525185,0.012663,2.2571415,2.2571415,0.012663,1.970876,0.721203,0.392406,1.249673,1.249673,0.392406,1.970876,0.721203,0.392406,1.249673,1.249673,0.392406,453.0,-470.0,276.5
164,1T-V1Ni1Te4,1,-8.495187111,900.2573939187381,1445.364833552653,7398.383650162784,6288.262466996362,6206.877075654853,6443.046320415998,136,122.0,24,14.0,14.0,24.0,38.0,68.0,38.0,30.0,30.0,38.0,6,7.5,5,1.5,2.5,3,2,2.5,3,0.5,1.5,1,20,3.5,5,16.5,16.5,5,20.5,7.475,1.75,13.025,13.025,1.75,9.00966,7.193032,0.89369,1.816628,1.816628,0.89369,1.970876,0.8405,0.631,1.130376,1.130376,0.631,1.970876,0.8405,0.631,1.130376,1.130376,0.631,477.0,-518.0,258.0
165,1T-V1Os1Se4,1,-8.9722688,16384.663464108187,887.3423759481655,2682.2800937184056,2244.9977271549446,2214.721900210116,2315.6877460037886,116,131.5,5,15.5,15.5,5.0,28.9,72.0,30.0,43.1,43.1,30.0,6,6.5,3,0.5,1.5,1,2,2.5,3,0.5,1.5,1,10,12.5,23,2.5,11.5,5,16.5,8.39,0.08,8.11,8.11,0.08,9.752392,7.5922085,1.692043,2.1601835,2.1601835,1.692043,2.02067,0.8125,0.575,1.20817,1.20817,0.575,2.02067,0.8125,0.575,1.20817,1.20817,0.575,3468.0,-6500.0,247.5
166,1T-V1Pd1S4,-1,-10.45565614,4908.917312224206,953.6914005609556,422.216788303162,357.3148478088543,353.91319707132624,376.2724155439465,103,127.0,14,24.0,24.0,14.0,19.4,56.57,60.86,37.17,37.17,60.86,6,8.5,7,2.5,3.5,5,2,2.5,3,0.5,1.5,1,0,8.5,15,8.5,8.5,15,15.5,8.625,0.55,6.875,6.875,0.55,10.36001,7.5415235,1.590673,2.8184865,2.8184865,1.590673,2.07710403,0.5435,0.037,1.53360403,1.53360403,0.037,2.07710403,0.5435,0.037,1.53360403,1.53360403,0.037,883.0,-1330.0,230.0
167,1T-V1Pd1Se4,1,-10.16810435,5016.4966286293065,887.3190335115818,2622.595823057929,2238.414947849302,2214.721900149633,2315.687746003635,116,127.0,14,11.0,11.0,14.0,28.9,56.57,60.86,27.67,30.43,55.34,6,8.5,7,2.5,3.5,5,2,2.5,3,0.5,1.5,1,10,8.5,15,1.5,7.5,3,16.5,8.625,0.55,7.875,7.875,0.55,9.752392,7.5415235,1.590673,2.2108685,2.2108685,1.590673,2.02067,0.5435,0.037,1.47717,1.47717,0.037,2.02067,0.5435,0.037,1.47717,1.47717,0.037,883.0,-1330.0,243.0
168,1T-V1Pt1S4,-1,-10.56107456,17389.574661076873,954.9539463858696,424.83295771209936,357.51600695547353,353.91319707253723,376.2724155439491,103,128.5,11,25.5,25.5,11.0,19.4,67.5,39.0,48.1,48.1,39.0,6,7.5,5,1.5,2.5,3,2,2.5,3,0.5,1.5,1,0,13.5,25,13.5,13.5,25,15.5,8.725,0.75,6.775,6.775,0.75,10.36001,7.8525085,2.212643,2.5075015,2.5075015,2.212643,2.07710403,1.3265,1.603,0.75060403,0.8015,1.50120806,2.07710403,1.3265,1.603,0.75060403,0.8015,1.50120806,1964.5,-3493.0,231.5
169,1T-V1Pt1Se4,1,-7.829008303,17433.7095882646,887.3431459000273,2683.3898542607217,2245.1210677955833,2214.721900211016,2315.6877460037917,116,128.5,11,12.5,12.5,11.0,28.9,67.5,39.0,38.6,38.6,39.0,6,7.5,5,1.5,2.5,3,2,2.5,3,0.5,1.5,1,10,13.5,25,3.5,12.5,7,16.5,8.725,0.75,7.775,7.775,0.75,9.752392,7.8525085,2.212643,1.8998835,1.8998835,2.212643,2.02067,1.3265,1.603,0.69417,0.8015,1.38834,2.02067,1.3265,1.603,0.69417,0.8015,1.38834,1964.5,-3493.0,244.5
170,1T-V1Pt1Te4,1,-7.620493109,17562.522126552478,900.987626459794,7192.684232800782,6267.51814719774,6206.877075518872,6443.046320415515,136,128.5,11,7.5,7.5,11.0,38.0,67.5,39.0,29.5,29.5,39.0,6,7.5,5,1.5,2.5,3,2,2.5,3,0.5,1.5,1,20,13.5,25,6.5,12.5,13,20.5,8.725,0.75,11.775,11.775,0.75,9.00966,7.8525085,2.212643,1.1571515,1.1571515,2.212643,1.970876,1.3265,1.603,0.644376,0.8015,1.288752,1.970876,1.3265,1.603,0.644376,0.8015,1.288752,1964.5,-3493.0,264.5
171,1T-V1Ru1S4,-1,-9.369511969,4414.29898950668,953.5042567861191,421.905689516583,357.29054028674545,353.9131970711706,376.27241554394607,103,129.5,9,26.5,26.5,9.0,19.4,79.5,15.0,60.1,60.1,15.0,6,6.5,3,0.5,1.5,1,2,2.5,3,0.5,1.5,1,0,7.5,13,7.5,7.5,13,15.5,8.325,0.05,7.175,7.175,0.05,10.36001,7.0533435,0.614313,3.3066665,3.3066665,0.614313,2.07710403,0.7875,0.525,1.28960403,1.28960403,0.525,2.07710403,0.7875,0.525,1.28960403,1.28960403,0.525,857.0,-1278.0,232.5
172,1T-V1Ru1Se4,-1,-8.685404764,4540.134972820725,887.315466840355,2605.744236283773,2236.4908843261987,2214.721900125544,2315.6877460035917,116,129.5,9,13.5,13.5,9.0,28.9,79.5,15.0,50.6,50.6,15.0,6,6.5,3,0.5,1.5,1,2,2.5,3,0.5,1.5,1,10,7.5,13,2.5,6.5,5,16.5,8.325,0.05,8.175,8.175,0.05,9.752392,7.0533435,0.614313,2.6990485,2.6990485,0.614313,2.02067,0.7875,0.525,1.23317,1.23317,0.525,2.02067,0.7875,0.525,1.23317,1.23317,0.525,857.0,-1278.0,245.5
173,1T-V1Ta1S4,1,-8.732337572,14835.365215109503,954.8487024579804,424.5758300659378,357.4965402153451,353.91319707242553,376.27241554394857,103,140.0,12,37.0,37.0,12.0,19.4,80.5,13.0,61.1,61.1,13.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,0,11.0,20,11.0,11.0,20,15.5,9.625,2.55,5.875,5.875,2.55,10.36001,7.1478785,0.803383,3.2121315,3.2121315,0.803383,2.07710403,0.4235,0.203,1.65360403,1.65360403,0.203,2.07710403,0.4235,0.203,1.65360403,1.65360403,0.203,1362.5,-2289.0,243.0
174,1T-V1Ta1Se4,1,-7.765753518,14882.423066869753,887.3411325108419,2680.417104369927,2244.7910681911912,2214.7219002085903,2315.687746003785,116,140.0,12,24.0,24.0,12.0,28.9,80.5,13.0,51.6,51.6,13.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,10,11.0,20,1.0,10.0,2,16.5,9.625,2.55,6.875,6.875,2.55,9.752392,7.1478785,0.803383,2.6045135,2.6045135,0.803383,2.02067,0.4235,0.203,1.59717,1.59717,0.203,2.02067,0.4235,0.203,1.59717,1.59717,0.203,1362.5,-2289.0,256.0
175,1T-V1Ta1Te4,1,-6.900546326,900.9779143663909,15037.672541826616,7165.670647495856,6264.799745064597,6206.877075494588,6443.046320415452,136,140.0,12,4.0,6.0,8.0,38.0,80.5,13.0,42.5,42.5,13.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,20,11.0,20,9.0,10.0,18,20.5,9.625,2.55,10.875,10.875,2.55,9.00966,7.1478785,0.803383,1.8617815,1.8617815,0.803383,1.970876,0.4235,0.203,1.547376,1.547376,0.203,1.970876,0.4235,0.203,1.547376,1.547376,0.203,1362.5,-2289.0,276.0
176,1T-V1Ti1Se4,1,-7.581207681,888.1444306130842,797.7002505006003,2764.6377539918963,2254.458434101404,2214.7219002645716,2315.6877460040346,116,135.0,2,19.0,19.0,2.0,28.9,93.5,13.0,64.6,64.6,13.0,6,4.5,1,1.5,1.5,1,2,0.5,1,1.5,1.5,1,10,0.5,1,9.5,9.5,1,16.5,9.475,2.25,7.025,7.025,2.25,9.752392,6.7871535,0.081933,2.9652385,2.9652385,0.081933,2.02067,0.302,0.446,1.71867,1.71867,0.446,2.02067,0.302,0.446,1.71867,1.71867,0.446,177.0,82.0,251.0
177,1T-V1Ti1Te4,1,-9.245449549,904.7638170413456,806.3441196222996,7381.538162416964,6286.443246843017,6206.877075645436,6443.046320415953,136,135.0,2,1.0,1.0,2.0,38.0,93.5,13.0,55.5,55.5,13.0,6,4.5,1,1.5,1.5,1,2,0.5,1,1.5,1.5,1,20,0.5,1,19.5,19.5,1,20.5,9.475,2.25,11.025,11.025,2.25,9.00966,6.7871535,0.081933,2.2225065,2.2225065,0.081933,1.970876,0.302,0.446,1.668876,1.668876,0.446,1.970876,0.302,0.446,1.668876,1.668876,0.446,177.0,82.0,271.0
178,1T-V1Zn1Te4,1,-8.09308626,900.478517993456,1704.333914789683,7406.038837813809,6289.097513364103,6206.877075659048,6443.046320416018,136,126.0,16,10.0,10.0,16.0,38.0,62.835,48.33,24.835,24.835,48.33,6,8.5,7,2.5,3.5,5,2,1.5,1,0.5,0.5,1,20,4.5,7,15.5,15.5,7,20.5,8.775,0.85,11.725,11.725,0.85,9.00966,8.070193,2.648012,0.939467,1.324006,1.878934,1.970876,0.2625,0.525,1.708376,1.708376,0.525,1.970876,0.2625,0.525,1.708376,1.708376,0.525,682.0,-928.0,262.0
179,1T-V1Zr1S4,1,-10.30920269,3516.353434243149,953.0074727315317,421.1535613695209,357.2314630850276,353.9131970707837,376.2724155439452,103,144.0,20,41.0,41.0,20.0,19.4,99.5,25.0,80.1,80.1,25.0,6,4.5,1,1.5,1.5,1,2,0.5,1,1.5,1.5,1,0,5.5,9,5.5,5.5,9,15.5,11.225,5.75,4.275,4.275,5.75,10.36001,6.6900435,0.112287,3.6699665,3.6699665,0.112287,2.07710403,0.4755,0.099,1.60160403,1.60160403,0.099,2.07710403,0.4755,0.099,1.60160403,1.60160403,0.099,349.5,-263.0,247.0
180,1T-V1Zr1Se4,1,-8.57151739,887.3060022738409,3712.991836450018,2541.805497451976,2228.328679602304,2214.721899951356,2315.6877460034116,116,144.0,20,28.0,28.0,20.0,28.9,99.5,25.0,70.6,70.6,25.0,6,4.5,1,1.5,1.5,1,2,0.5,1,1.5,1.5,1,10,5.5,9,4.5,4.5,9,16.5,11.225,5.75,5.275,5.275,5.75,9.752392,6.6900435,0.112287,3.0623485,3.0623485,0.112287,2.02067,0.4755,0.099,1.54517,1.54517,0.099,2.02067,0.4755,0.099,1.54517,1.54517,0.099,349.5,-263.0,260.0
181,1T-V1Zr1Te4,1,-7.532524444,900.8084066932288,3370.3650126762145,7476.298565918988,6297.10850684167,6206.877075696015,6443.046320416218,136,144.0,20,8.0,10.0,16.0,38.0,99.5,25.0,61.5,61.5,25.0,6,4.5,1,1.5,1.5,1,2,0.5,1,1.5,1.5,1,20,5.5,9,14.5,14.5,9,20.5,11.225,5.75,9.275,9.275,5.75,9.00966,6.6900435,0.112287,2.3196165,2.3196165,0.112287,1.970876,0.4755,0.099,1.495376,1.495376,0.099,1.970876,0.4755,0.099,1.495376,1.495376,0.099,349.5,-263.0,280.0
182,1T-V2S4,1,-8.535764577,1018.2147114499323,891.7654478577055,409.82828874291687,356.2579900880434,353.91319706176216,376.2724155439318,103,134.0,0,31.0,31.0,0.0,19.4,87.0,0.0,67.6,67.6,0.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,0,1.0,0,1.0,1.0,0,15.5,8.35,0.0,7.15,7.15,0.0,10.36001,6.746187,0.0,3.613823,3.613823,0.0,2.07710403,0.525,0.0,1.55210403,1.55210403,0.0,2.07710403,0.525,0.0,1.55210403,1.55210403,0.0,218.0,0.0,237.0
183,1T-V2Se4,1,-9.087238175,878.7072744024324,895.8080037998519,2769.1871247394206,2255.0501192202387,2214.721900267243,2315.687746004051,116,134.0,0,18.0,18.0,0.0,28.9,87.0,0.0,58.1,58.1,0.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,10,1.0,0,9.0,9.0,0,16.5,8.35,0.0,8.15,8.15,0.0,9.752392,6.746187,0.0,3.006205,3.006205,0.0,2.02067,0.525,0.0,1.49567,1.49567,0.0,2.02067,0.525,0.0,1.49567,1.49567,0.0,218.0,0.0,250.0
184,1T-V2Te4,1,-5.106156046,882.0938618930275,920.2807909741111,7383.836204497172,6286.690141515662,6206.877075646737,6443.04632041596,136,134.0,0,2.0,2.0,0.0,38.0,87.0,0.0,49.0,49.0,0.0,6,5.0,0,1.0,1.0,0,2,1.0,0,1.0,1.0,0,20,1.0,0,19.0,19.0,0,20.5,8.35,0.0,12.15,12.15,0.0,9.00966,6.746187,0.0,2.263473,2.263473,0.0,1.970876,0.525,0.0,1.445876,1.445876,0.0,1.970876,0.525,0.0,1.445876,1.445876,0.0,218.0,0.0,270.0
